"","country","year","gdpPerCapita","lifeExpectancy","continent"
"2263","Papua New Guinea","2013",2010,57.2,"Oceania"
"2264","Paraguay","2013",4700,74.9,"South America"
"2265","Peru","2013",5920,78.9,"South America"
"2266","Philippines","2013",2500,69.2,"Asia"
"2267","Poland","2013",13600,77.1,"Europe"
"2268","Portugal","2013",21300,80.9,"Europe"
"2269","Qatar","2013",66400,79.2,"Asia"
"2270","Romania","2013",8970,74.9,"Europe"
"2271","Rwanda","2013",698,66.7,"Africa"
"2272","Samoa","2013",3460,72.6,"Oceania"
"2273","Sao Tome and Principe","2013",1160,69.7,"Africa"
"2274","Saudi Arabia","2013",20900,75.7,"Asia"
"2275","Senegal","2013",1290,66.9,"Africa"
"2276","Serbia","2013",6090,75,"Europe"
"2277","Seychelles","2013",12500,73.5,"Africa"
"2278","Sierra Leone","2013",555,57.9,"Africa"
"2279","Singapore","2013",51700,83.9,"Asia"
"2280","Slovenia","2013",22700,80.2,"Europe"
"2281","Solomon Islands","2013",1450,62.4,"Oceania"
"2282","South Africa","2013",7560,61.1,"Africa"
"2283","South Sudan","2013",820,58,"Africa"
"2284","Spain","2013",28900,82.6,"Europe"
"2285","Sri Lanka","2013",3370,76.4,"Asia"
"2286","Sudan","2013",1780,68.7,"Africa"
"2287","Suriname","2013",8930,72.1,"South America"
"2288","Sweden","2013",53600,81.9,"Europe"
"2289","Switzerland","2013",75500,83,"Europe"
"2290","Tajikistan","2013",868,70.2,"Asia"
"2291","Tanzania","2013",817,63.9,"Africa"
"2292","Thailand","2013",5560,78,"Asia"
"2293","Togo","2013",593,61.4,"Africa"
"2294","Tonga","2013",3650,71.3,"Oceania"
"2295","Trinidad and Tobago","2013",16900,74.3,"North America"
"2296","Tunisia","2013",4220,77.6,"Africa"
"2297","Turkey","2013",12800,78,"Asia"
"2298","Turkmenistan","2013",5910,69.7,"Asia"
"2299","Uganda","2013",872,62.5,"Africa"
"2300","Ukraine","2013",3160,71.8,"Europe"
"2301","United Arab Emirates","2013",37000,73,"Asia"
"2302","United Kingdom","2013",40600,80.9,"Europe"
"2303","Uruguay","2013",13500,76.6,"South America"
"2304","Uzbekistan","2013",1920,69.4,"Asia"
"2305","Vanuatu","2013",2870,64.4,"Oceania"
"2306","Venezuela","2013",14700,75.2,"South America"
"2307","Vietnam","2013",1510,74,"Asia"
"2308","Yemen","2013",1150,68.9,"Asia"
"2309","Zambia","2013",1620,60,"Africa"
"2310","Zimbabwe","2013",1230,56.8,"Africa"
"2311","Afghanistan","2014",584,61.2,"Asia"
"2312","Albania","2014",4410,77.9,"Europe"
"2313","Algeria","2014",4700,77,"Africa"
"2314","Andorra","2014",40900,82.5,"Europe"
"2315","Angola","2014",3840,62.8,"Africa"
"2316","Antigua and Barbuda","2014",13000,76.8,"North America"
"2317","Argentina","2014",10400,76.4,"South America"
"2318","Armenia","2014",3820,75.3,"Europe"
"2319","Australia","2014",54700,82.5,"Oceania"
"2320","Austria","2014",47800,81.4,"Europe"
"2321","Azerbaijan","2014",6070,70.3,"Europe"
"2322","Bahamas","2014",27600,73.5,"North America"
"2323","Bahrain","2014",22400,79.2,"Asia"
"2324","Bangladesh","2014",951,72,"Asia"
"2325","Barbados","2014",15500,77.1,"North America"
"2326","Belarus","2014",6650,73.1,"Europe"
"2327","Belgium","2014",44900,80.9,"Europe"
"2328","Belize","2014",4270,74.1,"North America"
"2329","Benin","2014",1140,63,"Africa"
"2330","Bhutan","2014",2640,73.1,"Asia"
"2331","Bolivia","2014",2290,71.9,"South America"
"2332","Bosnia and Herzegovina","2014",5120,76.6,"Europe"
"2333","Botswana","2014",7860,65.8,"Africa"
"2334","Brazil","2014",12000,75.3,"South America"
"2335","Brunei","2014",33400,75.1,"Asia"
"2336","Bulgaria","2014",7320,74.5,"Europe"
"2337","Burundi","2014",245,60.5,"Africa"
"2338","Cambodia","2014",973,69,"Asia"
"2339","Cameroon","2014",1400,60.5,"Africa"
"2340","Canada","2014",50300,81.8,"North America"
"2341","Cape Verde","2014",3420,75.2,"Africa"
"2342","Central African Republic","2014",334,48.7,"Africa"
"2343","Chad","2014",961,58.7,"Africa"
"2344","Chile","2014",14600,79.6,"South America"
"2345","China","2014",6100,76.5,"Asia"
"2346","Colombia","2014",7450,80,"South America"
"2347","Comoros","2014",1370,67.7,"Africa"
"2348","Costa Rica","2014",8990,80.1,"North America"
"2349","Croatia","2014",13700,77.8,"Europe"
"2350","Cuba","2014",6260,78.5,"North America"
"2351","Cyprus","2014",26800,81.3,"Europe"
"2352","Denmark","2014",59400,80.7,"Europe"
"2353","Djibouti","2014",NA,65.8,"Africa"
"2354","Dominica","2014",7090,72.7,"North America"
"2355","Dominican Republic","2014",6300,73,"North America"
"2356","Ecuador","2014",5410,76.3,"South America"
"2357","Egypt","2014",2650,70.5,"Africa"
"2358","El Salvador","2014",3250,72.2,"North America"
"2359","Equatorial Guinea","2014",16100,64.3,"Africa"
"2360","Eritrea","2014",NA,61,"Africa"
"2361","Estonia","2014",17300,77.2,"Europe"
"2362","Ethiopia","2014",449,66.6,"Africa"
"2363","Fiji","2014",4180,67.8,"Oceania"
"2364","Finland","2014",45600,81.3,"Europe"
"2365","France","2014",41500,82.5,"Europe"
"2366","Gabon","2014",9480,66.2,"Africa"
"2367","Gambia","2014",748,64.7,"Africa"
"2368","Georgia","2014",4070,73.1,"Europe"
"2369","Germany","2014",44900,80.9,"Europe"
"2370","Ghana","2014",1630,64,"Africa"
"2371","Greece","2014",22600,81,"Europe"
"2372","Grenada","2014",7750,74,"North America"
"2373","Guatemala","2014",3140,72.8,"North America"
"2374","Guinea","2014",741,58.3,"Africa"
"2375","Guinea-Bissau","2014",556,58.1,"Africa"
"2376","Guyana","2014",3600,68.2,"South America"
"2377","Haiti","2014",730,63.6,"North America"
"2378","Honduras","2014",2030,72.1,"North America"
"2379","Hungary","2014",14200,76,"Europe"
"2380","Iceland","2014",45900,82.7,"Europe"
"2381","India","2014",1640,68.1,"Asia"
"2382","Indonesia","2014",3690,70.8,"Asia"
"2383","Iran","2014",6230,76.2,"Asia"
"2384","Iraq","2014",5340,74.8,"Asia"
"2385","Ireland","2014",52800,81.4,"Europe"
"2386","Israel","2014",33000,81.9,"Asia"
"2387","Italy","2014",33700,82.7,"Europe"
"2388","Jamaica","2014",4700,74.5,"North America"
"2389","Japan","2014",46500,83.8,"Asia"
"2390","Jordan","2014",3350,78.9,"Asia"
"2391","Kazakhstan","2014",10600,71.2,"Asia"
"2392","Kenya","2014",1060,64.1,"Africa"
"2393","Kiribati","2014",1570,61.7,"Oceania"
"2394","Kuwait","2014",37200,82.8,"Asia"
"2395","Latvia","2014",13800,74.6,"Europe"
"2396","Lebanon","2014",6750,77.7,"Asia"
"2397","Lesotho","2014",1340,49.9,"Africa"
"2398","Liberia","2014",586,59.5,"Africa"
"2399","Libya","2014",6530,72.1,"Africa"
"2400","Lithuania","2014",14900,74.6,"Europe"
"2401","Luxembourg","2014",106000,81.4,"Europe"
"2402","Madagascar","2014",468,62.6,"Africa"
"2403","Malawi","2014",508,60.9,"Africa"
"2404","Malaysia","2014",10500,74.6,"Asia"
"2405","Maldives","2014",7620,81,"Asia"
"2406","Mali","2014",708,60.8,"Africa"
"2407","Malta","2014",23900,81.3,"Europe"
"2408","Marshall Islands","2014",2820,63.9,"Oceania"
"2409","Mauritania","2014",1690,69.6,"Africa"
"2410","Mauritius","2014",9160,74.4,"Africa"
"2411","Mexico","2014",9840,75.8,"North America"
"2412","Moldova","2014",2940,71.9,"Europe"
"2413","Mongolia","2014",3880,68.3,"Asia"
"2414","Montenegro","2014",7050,76.3,"Europe"
"2415","Morocco","2014",3130,73.2,"Africa"
"2416","Mozambique","2014",558,55.1,"Africa"
"2417","Namibia","2014",6110,64.9,"Africa"
"2418","Nepal","2014",711,70.2,"Asia"
"2419","Netherlands","2014",51100,81.5,"Europe"
"2420","New Zealand","2014",36200,81.3,"Oceania"
"2421","Nicaragua","2014",1780,77.4,"North America"
"2422","Niger","2014",516,61,"Africa"
"2423","Nigeria","2014",2560,62.6,"Africa"
"2424","Norway","2014",89200,81.9,"Europe"
"2425","Oman","2014",16400,76.2,"Asia"
"2426","Pakistan","2014",1050,65.5,"Asia"
"2427","Panama","2014",10400,78.6,"North America"
"2428","Papua New Guinea","2014",2240,57.6,"Oceania"
"2429","Paraguay","2014",4860,75.3,"South America"
"2430","Peru","2014",6000,79.4,"South America"
"2431","Philippines","2014",2610,69.3,"Asia"
"2432","Poland","2014",14100,77.6,"Europe"
"2433","Portugal","2014",21500,81.2,"Europe"
"2434","Qatar","2014",65600,79.5,"Asia"
"2435","Romania","2014",9310,74.9,"Europe"
"2436","Rwanda","2014",723,67.2,"Africa"
"2437","Samoa","2014",3440,72.7,"Oceania"
"2438","Sao Tome and Principe","2014",1210,70,"Africa"
"2439","Saudi Arabia","2014",21100,76,"Asia"
"2440","Senegal","2014",1340,67.2,"Africa"
"2441","Serbia","2014",6020,75.1,"Europe"
"2442","Seychelles","2014",12900,73.5,"Africa"
"2443","Sierra Leone","2014",568,57.1,"Africa"
"2444","Singapore","2014",53100,84.2,"Asia"
"2445","Slovenia","2014",23300,80.9,"Europe"
"2446","Solomon Islands","2014",1450,62.4,"Oceania"
"2447","South Africa","2014",7580,62.5,"Africa"
"2448","South Sudan","2014",832,58.3,"Africa"
"2449","Spain","2014",29400,82.7,"Europe"
"2450","Sri Lanka","2014",3510,76.5,"Asia"
"2451","Sudan","2014",1780,69.1,"Africa"
"2452","Suriname","2014",8860,72,"South America"
"2453","Sweden","2014",54500,82.1,"Europe"
"2454","Switzerland","2014",76400,83.3,"Europe"
"2455","Tajikistan","2014",904,70.3,"Asia"
"2456","Tanzania","2014",846,64.9,"Africa"
"2457","Thailand","2014",5590,78.1,"Asia"
"2458","Togo","2014",612,62.1,"Africa"
"2459","Tonga","2014",3750,71.4,"Oceania"
"2460","Trinidad and Tobago","2014",16600,74.4,"North America"
"2461","Tunisia","2014",4300,77.8,"Africa"
"2462","Turkey","2014",13300,78.1,"Asia"
"2463","Turkmenistan","2014",6400,69.7,"Asia"
"2464","Uganda","2014",886,63.6,"Africa"
"2465","Ukraine","2014",3120,71.8,"Europe"
"2466","United Arab Emirates","2014",38500,73.1,"Asia"
"2467","United Kingdom","2014",41400,81.1,"Europe"
"2468","Uruguay","2014",13900,77,"South America"
"2469","Uzbekistan","2014",2030,69.6,"Asia"
"2470","Vanuatu","2014",2850,64.4,"Oceania"
"2471","Venezuela","2014",14000,75,"South America"
"2472","Vietnam","2014",1580,74.1,"Asia"
"2473","Yemen","2014",1120,69,"Asia"
"2474","Zambia","2014",1640,61.1,"Africa"
"2475","Zimbabwe","2014",1230,58.5,"Africa"
"2476","Afghanistan","2015",574,61.2,"Asia"
"2477","Albania","2015",4520,78,"Europe"
"2478","Algeria","2015",4780,77.1,"Africa"
"2479","Andorra","2015",42100,82.6,"Europe"
"2480","Angola","2015",3750,63.3,"Africa"
"2481","Antigua and Barbuda","2015",13300,76.9,"North America"
"2482","Argentina","2015",10600,76.5,"South America"
"2483","Armenia","2015",3920,75.3,"Europe"
"2484","Australia","2015",55100,82.5,"Oceania"
"2485","Austria","2015",47800,81.5,"Europe"
"2486","Azerbaijan","2015",6060,70.5,"Europe"
"2487","Bahamas","2015",27500,73.3,"North America"
"2488","Bahrain","2015",22400,79.3,"Asia"
"2489","Bangladesh","2015",1000,72.5,"Asia"
"2490","Barbados","2015",15800,77.1,"North America"
"2491","Belarus","2015",6380,73.8,"Europe"
"2492","Belgium","2015",45500,80.9,"Europe"
"2493","Belize","2015",4300,74,"North America"
"2494","Benin","2015",1130,63.5,"Africa"
"2495","Bhutan","2015",2780,73.5,"Asia"
"2496","Bolivia","2015",2360,72.2,"South America"
"2497","Bosnia and Herzegovina","2015",5360,76.4,"Europe"
"2498","Botswana","2015",7610,66.9,"Africa"
"2499","Brazil","2015",11400,75.5,"South America"
"2500","Brunei","2015",32900,75.1,"Asia"
"2501","Bulgaria","2015",7660,74.8,"Europe"
"2502","Burundi","2015",228,60.8,"Africa"
"2503","Cambodia","2015",1020,69.3,"Asia"
"2504","Cameroon","2015",1440,61.2,"Africa"
"2505","Canada","2015",50300,81.7,"North America"
"2506","Cape Verde","2015",3410,75.3,"Africa"
"2507","Central African Republic","2015",347,50.9,"Africa"
"2508","Chad","2015",957,59.2,"Africa"
"2509","Chile","2015",14700,79.6,"South America"
"2510","China","2015",6500,76.5,"Asia"
"2511","Colombia","2015",7580,80,"South America"
"2512","Comoros","2015",1350,68,"Africa"
"2513","Costa Rica","2015",9220,79.9,"North America"
"2514","Croatia","2015",14100,77.6,"Europe"
"2515","Cuba","2015",6520,78.2,"North America"
"2516","Cyprus","2015",27900,81.5,"Europe"
"2517","Denmark","2015",60400,80.9,"Europe"
"2518","Djibouti","2015",NA,66.3,"Africa"
"2519","Dominica","2015",6890,72.4,"North America"
"2520","Dominican Republic","2015",6660,72.8,"North America"
"2521","Ecuador","2015",5330,76.6,"South America"
"2522","Egypt","2015",2700,70.2,"Africa"
"2523","El Salvador","2015",3310,72.1,"North America"
"2524","Equatorial Guinea","2015",14100,64.7,"Africa"
"2525","Eritrea","2015",NA,61.6,"Africa"
"2526","Estonia","2015",17600,77.7,"Europe"
"2527","Ethiopia","2015",483,67.2,"Africa"
"2528","Fiji","2015",4360,67.8,"Oceania"
"2529","Finland","2015",45600,81.6,"Europe"
"2530","France","2015",41800,82.5,"Europe"
"2531","Gabon","2015",9520,67,"Africa"
"2532","Gambia","2015",755,65.1,"Africa"
"2533","Georgia","2015",4190,73,"Europe"
"2534","Germany","2015",45300,80.7,"Europe"
"2535","Ghana","2015",1630,64.4,"Africa"
"2536","Greece","2015",22600,80.8,"Europe"
"2537","Grenada","2015",8190,73.9,"North America"
"2538","Guatemala","2015",3210,72.9,"North America"
"2539","Guinea","2015",750,59.2,"Africa"
"2540","Guinea-Bissau","2015",574,58.7,"Africa"
"2541","Guyana","2015",3690,68.6,"South America"
"2542","Haiti","2015",729,64,"North America"
"2543","Honduras","2015",2070,72.1,"North America"
"2544","Hungary","2015",14700,75.5,"Europe"
"2545","Iceland","2015",47500,82.7,"Europe"
"2546","India","2015",1750,68.4,"Asia"
"2547","Indonesia","2015",3820,71,"Asia"
"2548","Iran","2015",6070,76.5,"Asia"
"2549","Iraq","2015",5300,76.3,"Asia"
"2550","Ireland","2015",65400,81.6,"Europe"
"2551","Israel","2015",33100,82.6,"Asia"
"2552","Italy","2015",34000,82.6,"Europe"
"2553","Jamaica","2015",4720,74.6,"North America"
"2554","Japan","2015",47100,84.1,"Asia"
"2555","Jordan","2015",3310,79.1,"Asia"
"2556","Kazakhstan","2015",10600,71.7,"Asia"
"2557","Kenya","2015",1090,64.7,"Africa"
"2558","Kiribati","2015",1710,61.9,"Oceania"
"2559","Kuwait","2015",36000,82.9,"Asia"
"2560","Latvia","2015",14300,74.9,"Europe"
"2561","Lebanon","2015",6490,77.8,"Asia"
"2562","Lesotho","2015",1360,50.5,"Africa"
"2563","Liberia","2015",571,62,"Africa"
"2564","Libya","2015",5900,73.1,"Africa"
"2565","Lithuania","2015",15400,74.7,"Europe"
"2566","Luxembourg","2015",108000,81.4,"Europe"
"2567","Madagascar","2015",470,63,"Africa"
"2568","Malawi","2015",508,61.7,"Africa"
"2569","Malaysia","2015",10900,74.6,"Asia"
"2570","Maldives","2015",7500,81.2,"Asia"
"2571","Mali","2015",730,61.1,"Africa"
"2572","Malta","2015",25900,81.2,"Europe"
"2573","Marshall Islands","2015",2860,64.1,"Oceania"
"2574","Mauritania","2015",1730,69.9,"Africa"
"2575","Mauritius","2015",9480,74.5,"Africa"
"2576","Mexico","2015",10000,75.9,"North America"
"2577","Moldova","2015",2950,71.8,"Europe"
"2578","Mongolia","2015",3900,68.6,"Asia"
"2579","Montenegro","2015",7280,76.4,"Europe"
"2580","Morocco","2015",3220,73.5,"Africa"
"2581","Mozambique","2015",579,56.2,"Africa"
"2582","Namibia","2015",6270,65.5,"Africa"
"2583","Nepal","2015",732,69.6,"Asia"
"2584","Netherlands","2015",51900,81.5,"Europe"
"2585","New Zealand","2015",36800,81.5,"Oceania"
"2586","Nicaragua","2015",1840,78.1,"North America"
"2587","Niger","2015",518,61.3,"Africa"
"2588","Nigeria","2015",2560,63.4,"Africa"
"2589","Norway","2015",90000,82.3,"Europe"
"2590","Oman","2015",16200,76.4,"Asia"
"2591","Pakistan","2015",1080,66,"Asia"
"2592","Panama","2015",10800,78.9,"North America"
"2593","Papua New Guinea","2015",2400,57.9,"Oceania"
"2594","Paraguay","2015",4940,75.8,"South America"
"2595","Peru","2015",6110,80,"South America"
"2596","Philippines","2015",2740,69.2,"Asia"
"2597","Poland","2015",14600,77.5,"Europe"
"2598","Portugal","2015",22000,81.5,"Europe"
"2599","Qatar","2015",65100,79.9,"Asia"
"2600","Romania","2015",9710,75.1,"Europe"
"2601","Rwanda","2015",768,67.7,"Africa"
"2602","Samoa","2015",3560,72.7,"Oceania"
"2603","Sao Tome and Principe","2015",1240,70.3,"Africa"
"2604","Saudi Arabia","2015",21400,76.2,"Asia"
"2605","Senegal","2015",1380,67.5,"Africa"
"2606","Serbia","2015",6160,75.1,"Europe"
"2607","Seychelles","2015",13200,73.5,"Africa"
"2608","Sierra Leone","2015",441,58.5,"Africa"
"2609","Singapore","2015",54000,84.4,"Asia"
"2610","Slovenia","2015",23800,80.8,"Europe"
"2611","Solomon Islands","2015",1440,62.8,"Oceania"
"2612","South Africa","2015",7560,63.4,"Africa"
"2613","South Sudan","2015",731,59.4,"Africa"
"2614","Spain","2015",30500,82.6,"Europe"
"2615","Sri Lanka","2015",3650,76.9,"Asia"
"2616","Sudan","2015",1830,69.6,"Africa"
"2617","Suriname","2015",8460,71.9,"South America"
"2618","Sweden","2015",56300,82.2,"Europe"
"2619","Switzerland","2015",76600,83.5,"Europe"
"2620","Tajikistan","2015",936,70.2,"Asia"
"2621","Tanzania","2015",872,65.6,"Africa"
"2622","Thailand","2015",5740,78.2,"Asia"
"2623","Togo","2015",631,62.8,"Africa"
"2624","Tonga","2015",3900,71.5,"Oceania"
"2625","Trinidad and Tobago","2015",16800,74.4,"North America"
"2626","Tunisia","2015",4310,77.9,"Africa"
"2627","Turkey","2015",13900,78.3,"Asia"
"2628","Turkmenistan","2015",6690,69.8,"Asia"
"2629","Uganda","2015",900,64.5,"Africa"
"2630","Ukraine","2015",2830,69.2,"Europe"
"2631","United Arab Emirates","2015",40200,73.1,"Asia"
"2632","United Kingdom","2015",42000,81,"Europe"
"2633","Uruguay","2015",13900,77,"South America"
"2634","Uzbekistan","2015",2140,69.9,"Asia"
"2635","Vanuatu","2015",2780,64.4,"Oceania"
"2636","Venezuela","2015",NA,75,"South America"
"2637","Vietnam","2015",1670,74.3,"Asia"
"2638","Yemen","2015",785,68.6,"Asia"
"2639","Zambia","2015",1640,62,"Africa"
"2640","Zimbabwe","2015",1230,59.6,"Africa"
"2641","Afghanistan","2016",571,61.2,"Asia"
"2642","Albania","2016",4680,78.1,"Europe"
"2643","Algeria","2016",4830,77.4,"Africa"
"2644","Andorra","2016",44100,82.7,"Europe"
"2645","Angola","2016",3530,63.8,"Africa"
"2646","Antigua and Barbuda","2016",13900,77,"North America"
"2647","Argentina","2016",10200,76.5,"South America"
"2648","Armenia","2016",3920,75.4,"Europe"
"2649","Australia","2016",55700,82.5,"Oceania"
"2650","Austria","2016",48300,81.7,"Europe"
"2651","Azerbaijan","2016",5810,70.6,"Europe"
"2652","Bahamas","2016",27400,73.6,"North America"
"2653","Bahrain","2016",22300,79.4,"Asia"
"2654","Bangladesh","2016",1060,72.9,"Asia"
"2655","Barbados","2016",16200,77.1,"North America"
"2656","Belarus","2016",6220,74,"Europe"
"2657","Belgium","2016",45900,81.2,"Europe"
"2658","Belize","2016",4220,74.1,"North America"
"2659","Benin","2016",1130,64.1,"Africa"
"2660","Bhutan","2016",2970,73.8,"Asia"
"2661","Bolivia","2016",2430,72.5,"South America"
"2662","Bosnia and Herzegovina","2016",5600,76.5,"Europe"
"2663","Botswana","2016",7800,68.1,"Africa"
"2664","Brazil","2016",11000,75.4,"South America"
"2665","Brunei","2016",31700,75.2,"Asia"
"2666","Bulgaria","2016",8010,74.9,"Europe"
"2667","Burundi","2016",220,61.2,"Africa"
"2668","Cambodia","2016",1080,69.6,"Asia"
"2669","Cameroon","2016",1470,62.1,"Africa"
"2670","Canada","2016",50200,81.9,"North America"
"2671","Cape Verde","2016",3530,75.5,"Africa"
"2672","Central African Republic","2016",360,51.7,"Africa"
"2673","Chad","2016",869,59.7,"Africa"
"2674","Chile","2016",14800,79.7,"South America"
"2675","China","2016",6910,76.7,"Asia"
"2676","Colombia","2016",7630,80,"South America"
"2677","Comoros","2016",1370,68.3,"Africa"
"2678","Costa Rica","2016",9510,79.5,"North America"
"2679","Croatia","2016",14700,78.3,"Europe"
"2680","Cuba","2016",6550,78.3,"North America"
"2681","Cyprus","2016",29600,81.7,"Europe"
"2682","Denmark","2016",61900,80.8,"Europe"
"2683","Djibouti","2016",NA,66.9,"Africa"
"2684","Dominica","2016",7060,72.7,"North America"
"2685","Dominican Republic","2016",7030,72.8,"North America"
"2686","Ecuador","2016",5180,76.5,"South America"
"2687","Egypt","2016",2760,70.5,"Africa"
"2688","El Salvador","2016",3380,73.8,"North America"
"2689","Equatorial Guinea","2016",12400,65,"Africa"
"2690","Eritrea","2016",NA,62.1,"Africa"
"2691","Estonia","2016",18100,77.9,"Europe"
"2692","Ethiopia","2016",514,67.8,"Africa"
"2693","Fiji","2016",4450,67.8,"Oceania"
"2694","Finland","2016",46800,81.5,"Europe"
"2695","France","2016",42100,82.8,"Europe"
"2696","Gabon","2016",9430,67.7,"Africa"
"2697","Gambia","2016",747,65.4,"Africa"
"2698","Georgia","2016",4300,72.8,"Europe"
"2699","Germany","2016",46000,80.5,"Europe"
"2700","Ghana","2016",1640,64.8,"Africa"
"2701","Greece","2016",22700,80.9,"Europe"
"2702","Grenada","2016",8450,74,"North America"
"2703","Guatemala","2016",3240,72.6,"North America"
"2704","Guinea","2016",810,60.1,"Africa"
"2705","Guinea-Bissau","2016",595,59.3,"Africa"
"2706","Guyana","2016",3790,68.9,"South America"
"2707","Haiti","2016",730,64.3,"North America"
"2708","Honduras","2016",2110,73.8,"North America"
"2709","Hungary","2016",15100,76.4,"Europe"
"2710","Iceland","2016",50000,82.7,"Europe"
"2711","India","2016",1880,68.6,"Asia"
"2712","Indonesia","2016",3970,71.2,"Asia"
"2713","Iran","2016",6790,77,"Asia"
"2714","Iraq","2016",5930,76.7,"Asia"
"2715","Ireland","2016",67100,81.8,"Europe"
"2716","Israel","2016",33700,82.9,"Asia"
"2717","Italy","2016",34500,83,"Europe"
"2718","Jamaica","2016",4760,74.5,"North America"
"2719","Japan","2016",47400,84.2,"Asia"
"2720","Jordan","2016",3270,79.2,"Asia"
"2721","Kazakhstan","2016",10600,71.8,"Asia"
"2722","Kenya","2016",1130,65.3,"Africa"
"2723","Kiribati","2016",1770,62.2,"Oceania"
"2724","Kuwait","2016",35900,83.1,"Asia"
"2725","Latvia","2016",14700,75,"Europe"
"2726","Lebanon","2016",6410,78,"Asia"
"2727","Lesotho","2016",1420,52.5,"Africa"
"2728","Liberia","2016",548,63.9,"Africa"
"2729","Libya","2016",5670,72.4,"Africa"
"2730","Lithuania","2016",15900,74.9,"Europe"
"2731","Luxembourg","2016",110000,81.6,"Europe"
"2732","Madagascar","2016",476,63.2,"Africa"
"2733","Malawi","2016",506,62.4,"Africa"
"2734","Malaysia","2016",11200,74.7,"Asia"
"2735","Maldives","2016",7630,81.3,"Asia"
"2736","Mali","2016",749,61.6,"Africa"
"2737","Malta","2016",26800,81,"Europe"
"2738","Marshall Islands","2016",2880,64.3,"Oceania"
"2739","Mauritania","2016",1710,70.2,"Africa"
"2740","Mauritius","2016",9830,74.5,"Africa"
"2741","Mexico","2016",10200,75.9,"North America"
"2742","Moldova","2016",3120,72.4,"Europe"
"2743","Mongolia","2016",3870,68.8,"Asia"
"2744","Montenegro","2016",7490,76.4,"Europe"
"2745","Morocco","2016",3210,73.7,"Africa"
"2746","Mozambique","2016",584,57.3,"Africa"
"2747","Namibia","2016",6140,66.2,"Africa"
"2748","Nepal","2016",730,70.6,"Asia"
"2749","Netherlands","2016",52700,81.5,"Europe"
"2750","New Zealand","2016",37400,81.7,"Oceania"
"2751","Nicaragua","2016",1900,78.5,"North America"
"2752","Niger","2016",527,61.9,"Africa"
"2753","Nigeria","2016",2460,63.9,"Africa"
"2754","Norway","2016",90200,82.4,"Europe"
"2755","Oman","2016",16200,76.9,"Asia"
"2756","Pakistan","2016",1120,66.4,"Asia"
"2757","Panama","2016",11100,79.1,"North America"
"2758","Papua New Guinea","2016",2450,58.2,"Oceania"
"2759","Paraguay","2016",5090,75.9,"South America"
"2760","Peru","2016",6260,80.2,"South America"
"2761","Philippines","2016",2890,69.5,"Asia"
"2762","Poland","2016",15100,77.8,"Europe"
"2763","Portugal","2016",22500,81.5,"Europe"
"2764","Qatar","2016",64300,80.1,"Asia"
"2765","Romania","2016",10200,75.2,"Europe"
"2766","Rwanda","2016",793,68,"Africa"
"2767","Samoa","2016",3820,72.8,"Oceania"
"2768","Sao Tome and Principe","2016",1260,70.6,"Africa"
"2769","Saudi Arabia","2016",21300,76.6,"Asia"
"2770","Senegal","2016",1430,67.8,"Africa"
"2771","Serbia","2016",6390,75.5,"Europe"
"2772","Seychelles","2016",13600,73.5,"Africa"
"2773","Sierra Leone","2016",458,59.8,"Africa"
"2774","Singapore","2016",55000,84.7,"Asia"
"2775","Slovenia","2016",24600,81,"Europe"
"2776","Solomon Islands","2016",1450,63.1,"Oceania"
"2777","South Africa","2016",7480,64.4,"Africa"
"2778","South Sudan","2016",NA,59.4,"Africa"
"2779","Spain","2016",31400,82.9,"Europe"
"2780","Sri Lanka","2016",3770,77.2,"Asia"
"2781","Sudan","2016",1870,69.8,"Africa"
"2782","Suriname","2016",7910,71.9,"South America"
"2783","Sweden","2016",56800,82.4,"Europe"
"2784","Switzerland","2016",77000,83.8,"Europe"
"2785","Tajikistan","2016",976,70.2,"Asia"
"2786","Tanzania","2016",904,66.2,"Africa"
"2787","Thailand","2016",5920,78,"Asia"
"2788","Togo","2016",649,63.5,"Africa"
"2789","Tonga","2016",4020,71.6,"Oceania"
"2790","Trinidad and Tobago","2016",15700,74.3,"North America"
"2791","Tunisia","2016",4310,78.1,"Africa"
"2792","Turkey","2016",14100,78.6,"Asia"
"2793","Turkmenistan","2016",6990,70,"Asia"
"2794","Uganda","2016",910,65.2,"Africa"
"2795","Ukraine","2016",2900,69.6,"Europe"
"2796","United Arab Emirates","2016",41000,73.2,"Asia"
"2797","United Kingdom","2016",42500,80.9,"Europe"
"2798","Uruguay","2016",14100,77,"South America"
"2799","Uzbekistan","2016",2230,70.1,"Asia"
"2800","Vanuatu","2016",2800,64.6,"Oceania"
"2801","Venezuela","2016",NA,75.3,"South America"
"2802","Vietnam","2016",1750,74.4,"Asia"
"2803","Yemen","2016",694,68.1,"Asia"
"2804","Zambia","2016",1650,62.8,"Africa"
"2805","Zimbabwe","2016",1220,60.5,"Africa"
"2806","Afghanistan","2017",572,63.4,"Asia"
"2807","Albania","2017",4860,78.2,"Europe"
"2808","Algeria","2017",4790,77.7,"Africa"
"2809","Andorra","2017",44400,82.7,"Europe"
"2810","Angola","2017",3410,64.2,"Africa"
"2811","Antigua and Barbuda","2017",14200,77,"North America"
"2812","Argentina","2017",10400,76.7,"South America"
"2813","Armenia","2017",4200,75.6,"Europe"
"2814","Australia","2017",56100,82.4,"Oceania"
"2815","Austria","2017",49100,81.8,"Europe"
"2816","Azerbaijan","2017",5760,70.8,"Europe"
