"","year","id","ballot","age","childs","sibs","degree","race","sex","region","income16","relig","marital","padeg","madeg","partyid","polviews","happy","partners","grass","zodiac","pres12","wtssall","income_rc","agegrp","ageq","siblings","kids","religion","bigregion","partners_rc","obama"
"96",2016,96,2,58,0,2,"High School","White","Male","Middle Atlantic","$50000 to 59999","Protestant","Never Married","Lt High School","High School","Other Party","Extremely Liberal","Pretty Happy","No Partners","Legal","Libra",1,0.478496755745219,"Gt $50000","Age 55-65","Age 49-62","2","0","Protestant","Northeast","0",1
"97",2016,97,2,43,0,0,"High School","White","Male","Middle Atlantic","$20000 to 22499","Catholic","Never Married",,"Graduate","Not Str Democrat","Extremely Liberal","Pretty Happy","11-20 Partners","Legal","Pisces",NA,0.478496755745219,"Gt $20000","Age 35-45","Age 34-49","0","0","Catholic","Northeast","4+",NA
"98",2016,98,2,25,0,2,"Bachelor","Black","Male","Middle Atlantic","$6 000 to 6 999","Protestant","Never Married","Graduate","Bachelor","Ind,near Dem","Moderate","Very Happy","No Partners","Legal","Scorpio",,0.956993511490439,"Gt $0","Age 18-35","Age 18-34","2","0","Protestant","Northeast","0",NA
"99",2016,99,3,33,0,2,"Graduate","Other","Male","Middle Atlantic","$35000 to 39999","None","Never Married","Bachelor","Bachelor","Independent","Slightly Liberal","Pretty Happy","No Partners",,"Virgo",NA,0.478496755745219,"Gt $35000","Age 18-35","Age 18-34","2","0","None","Northeast","0",NA
"100",2016,100,3,27,0,0,"Bachelor","White","Male","Middle Atlantic","$170000 or over","None","Never Married",,"Bachelor","Ind,near Dem","Slightly Liberal","Pretty Happy",NA,"Not Legal","Taurus",1,0.956993511490439,"Gt $170000","Age 18-35","Age 18-34","0","0","None","Northeast",NA,1
"101",2016,101,3,58,2,9,"Bachelor","Black","Female","Middle Atlantic","$50000 to 59999","Protestant","Married",,"Lt High School","Not Str Democrat","Moderate","Pretty Happy","1 Partner","Not Legal","Pisces",1,1.91398702298088,"Gt $50000","Age 55-65","Age 49-62","6+","2","Protestant","Northeast","1",1
"102",2016,102,2,66,4,2,"High School","White","Female","Middle Atlantic","$110000 to $129999","Catholic","Married","High School","High School","Ind,near Dem","Moderate","Pretty Happy","1 Partner","Legal","Pisces",1,0.956993511490439,"Gt $110000","Age 65+","Age 62+","2","4+","Catholic","Northeast","1",1
"103",2016,103,1,66,0,3,"High School","White","Male","Middle Atlantic","$1 000 to 2 999","Catholic","Separated","High School","High School","Ind,near Dem","Moderate","Pretty Happy",,NA,"Aquarius",NA,0.478496755745219,"Gt $0","Age 65+","Age 62+","3","0","Catholic","Northeast",NA,NA
"104",2016,104,3,89,2,3,"High School","White","Female","Middle Atlantic",,"Catholic","Widowed","Lt High School","Lt High School","Ind,near Dem","Moderate","Pretty Happy",NA,"Legal","Taurus",1,0.782181681487619,NA,"Age 65+","Age 62+","3","2","Catholic","Northeast",NA,1
"105",2016,105,3,29,2,2,"Junior College","Other","Female","Middle Atlantic","$60000 to 74999","Catholic","Married",,"Junior College","Ind,near Dem","Extremely Liberal","Pretty Happy","1 Partner","Legal","Sagittarius",1,1.43549026723566,"Gt $60000","Age 18-35","Age 18-34","2","2","Catholic","Northeast","1",1
"106",2016,106,1,89,0,11,"Lt High School","White","Female","Middle Atlantic","$12500 to 14999","Catholic","Never Married","Lt High School","Lt High School","Strong Democrat","Moderate","Pretty Happy",,NA,"Cancer",NA,1.56436336297524,"Gt $10000","Age 65+","Age 62+","6+","0","Catholic","Northeast",NA,NA
"107",2016,107,3,78,0,1,"High School","White","Female","Middle Atlantic","$30000 to 34999","Catholic","Never Married","Lt High School","Lt High School","Not Str Democrat","Moderate","Pretty Happy","No Partners","Legal","Pisces",2,0.782181681487619,"Gt $30000","Age 65+","Age 62+","1","0","Catholic","Northeast","0",0
"108",2016,108,1,52,3,6,"High School","White","Female","Middle Atlantic","$10000 to 12499","Catholic","Never Married",,"Lt High School","Strong Democrat","Slightly Liberal","Not Too Happy",NA,NA,"Aquarius",1,0.782181681487619,"Gt $10000","Age 45-55","Age 49-62","6+","3","Catholic","Northeast",NA,1
"109",2016,109,1,50,0,1,"High School","White","Male","Middle Atlantic","$12500 to 14999","Catholic","Never Married",,"Lt High School","Independent","Moderate","Pretty Happy",NA,NA,"Pisces",NA,0.478496755745219,"Gt $10000","Age 45-55","Age 49-62","1","0","Catholic","Northeast",NA,NA
"110",2016,110,3,25,1,1,"Bachelor","White","Female","Middle Atlantic","$35000 to 39999","Protestant","Married","Bachelor","Junior College","Strong Republican","Conservative","Very Happy","1 Partner","Not Legal","Leo",,0.956993511490439,"Gt $35000","Age 18-35","Age 18-34","1","1","Protestant","Northeast","1",NA
"111",2016,111,1,37,2,3,"Bachelor","White","Male","Middle Atlantic","$130000 to $149999","Catholic","Married","Bachelor","High School","Ind,near Dem","Slightly Liberal","Pretty Happy",,NA,"Taurus",NA,1.56436336297524,"Gt $130000","Age 35-45","Age 34-49","3","2","Catholic","Northeast",NA,NA
"112",2016,112,3,54,2,2,"Bachelor","White","Female","Middle Atlantic",,"Jewish","Divorced","Bachelor","Bachelor","Not Str Democrat","Moderate","Very Happy","No Partners","Legal","Virgo",NA,1.43549026723566,NA,"Age 45-55","Age 49-62","2","2","Jewish","Northeast","0",NA
"113",2016,113,1,52,3,6,"Junior College","Other","Male","Middle Atlantic",,"Moslem/Islam","Married",NA,"Lt High School","Strong Democrat","Moderate","Pretty Happy",NA,NA,NA,NA,0.956993511490439,NA,"Age 45-55","Age 49-62","6+","3","Other","Northeast",NA,NA
"114",2016,114,2,48,0,8,"High School","White","Male","Middle Atlantic","$170000 or over","Catholic","Married","Lt High School","Lt High School","Not Str Republican","Moderate","Pretty Happy","1 Partner","Not Legal","Sagittarius",2,0.956993511490439,"Gt $170000","Age 45-55","Age 34-49","6+","0","Catholic","Northeast","1",0
"115",2016,115,2,32,0,1,"Graduate","Other","Female","Middle Atlantic",,"Hinduism","Married","Graduate","Graduate","Not Str Democrat","Moderate","Very Happy","1 Partner","Not Legal","Capricorn",NA,0.956993511490439,NA,"Age 18-35","Age 18-34","1","0","Other","Northeast","1",NA
"116",2016,116,3,29,0,1,"Bachelor","White","Female","Middle Atlantic","under $1 000","Protestant","Married","Junior College","Bachelor","Other Party","Liberal","Pretty Happy","1 Partner","Legal","Pisces",,0.478496755745219,"Gt $0","Age 18-35","Age 18-34","1","0","Protestant","Northeast","1",NA
"117",2016,117,3,75,3,1,"Bachelor","White","Female","Middle Atlantic","$110000 to $129999","Jewish","Married","High School","High School","Not Str Democrat","Slightly Liberal","Very Happy","1 Partner","Legal","Cancer",1,1.43549026723566,"Gt $110000","Age 65+","Age 62+","1","3","Jewish","Northeast","1",1
"118",2016,118,2,59,0,4,"Graduate","White","Female","Middle Atlantic","$170000 or over","Catholic","Married","Lt High School","Lt High School","Ind,near Dem","Extremely Liberal","Very Happy","1 Partner","Legal","Capricorn",1,0.956993511490439,"Gt $170000","Age 55-65","Age 49-62","4","0","Catholic","Northeast","1",1
"119",2016,119,3,81,2,0,"High School","White","Male","Middle Atlantic","$75000 to $89999","Jewish","Married","High School","High School","Not Str Democrat","Moderate","Very Happy","1 Partner","Legal","Aries",,1.56436336297524,"Gt $75000","Age 65+","Age 62+","0","2","Jewish","Northeast","1",NA
"120",2016,120,2,69,3,2,"High School","White","Female","Middle Atlantic",,"Catholic","Married","Lt High School","Lt High School","Not Str Republican","Moderate","Pretty Happy","1 Partner",NA,"Scorpio",NA,0.956993511490439,NA,"Age 65+","Age 62+","2","3","Catholic","Northeast","1",NA
"121",2016,121,1,55,2,4,"Graduate","White","Female","Middle Atlantic","$170000 or over","Protestant","Married",,"High School","Not Str Democrat","Slightly Liberal","Very Happy",NA,NA,"Gemini",1,1.91398702298088,"Gt $170000","Age 45-55","Age 49-62","4","2","Protestant","Northeast",NA,1
"122",2016,122,3,52,0,9,"High School","White","Female","Middle Atlantic","$75000 to $89999","Catholic","Never Married",,"Lt High School","Ind,near Rep","Moderate","Very Happy","1 Partner","Not Legal","Capricorn",NA,0.478496755745219,"Gt $75000","Age 45-55","Age 49-62","6+","0","Catholic","Northeast","1",NA
"123",2016,123,3,33,1,3,"Bachelor","White","Female","Middle Atlantic",,"Catholic","Never Married","High School","High School","Other Party","Extremely Conservative","Pretty Happy","3 Partners","Legal",NA,1,0.478496755745219,NA,"Age 18-35","Age 18-34","3","1","Catholic","Northeast","3",1
"124",2016,124,1,56,2,1,"High School","White","Male","Middle Atlantic","$170000 or over","Catholic","Divorced","Lt High School",,"Not Str Republican","Moderate","Pretty Happy",NA,NA,"Gemini",NA,1.43549026723566,"Gt $170000","Age 55-65","Age 49-62","1","2","Catholic","Northeast",NA,NA
"125",2016,125,2,71,2,1,"Graduate","White","Male","Middle Atlantic","$90000 to $109999","None","Married",,"High School","Independent","Slightly Conservative","Pretty Happy","1 Partner","Not Legal","Aries",1,0.956993511490439,"Gt $90000","Age 65+","Age 62+","1","2","None","Northeast","1",1
"126",2016,126,2,21,0,2,"High School","White","Male","Middle Atlantic","$170000 or over","Catholic","Never Married",,"Bachelor","Not Str Republican","Moderate","Very Happy","5-10 Partners","Not Legal","Sagittarius",NA,1.43549026723566,"Gt $170000","Age 18-35","Age 18-34","2","0","Catholic","Northeast","4+",NA
"127",2016,127,1,49,3,2,"High School","White","Female","Middle Atlantic","$130000 to $149999","Catholic","Married","High School","High School","Not Str Democrat","Moderate","Very Happy",,NA,"Gemini",NA,0.956993511490439,"Gt $130000","Age 45-55","Age 34-49","2","3","Catholic","Northeast",NA,NA
"128",2016,128,3,26,0,1,"Bachelor","White","Male","Middle Atlantic","$170000 or over","Protestant","Never Married","Bachelor","Bachelor","Not Str Republican","Slightly Conservative","Very Happy","1 Partner","Legal","Taurus",2,0.956993511490439,"Gt $170000","Age 18-35","Age 18-34","1","0","Protestant","Northeast","1",0
"129",2016,129,2,33,0,0,"Bachelor","White","Female","Middle Atlantic","$60000 to 74999","Catholic","Never Married","Bachelor","Graduate","Strong Democrat","Liberal","Pretty Happy","No Partners","Not Legal","Cancer",1,0.478496755745219,"Gt $60000","Age 18-35","Age 18-34","0","0","Catholic","Northeast","0",1
"130",2016,130,1,36,0,1,"Graduate","White","Male","Middle Atlantic","$110000 to $129999","Catholic","Married","High School","High School","Not Str Republican","Slightly Conservative","Pretty Happy",,NA,"Virgo",2,0.956993511490439,"Gt $110000","Age 35-45","Age 34-49","1","0","Catholic","Northeast",NA,0
"131",2016,131,2,68,0,11,"High School","Black","Male","Middle Atlantic","$60000 to 74999","Protestant","Widowed",,"Lt High School","Strong Democrat","Moderate","Pretty Happy","2 Partners","Legal","Libra",1,0.782181681487619,"Gt $60000","Age 65+","Age 62+","6+","0","Protestant","Northeast","2",1
"132",2016,132,1,27,2,6,"Junior College","Black","Female","Middle Atlantic","$60000 to 74999","Catholic","Never Married",,"Junior College","Not Str Democrat","Conservative","Pretty Happy",NA,NA,"Taurus",1,0.478496755745219,"Gt $60000","Age 18-35","Age 18-34","6+","2","Catholic","Northeast",NA,1
"133",2016,133,3,60,1,5,"High School","Black","Female","Middle Atlantic","$12500 to 14999","Christian","Never Married","High School","Junior College","Strong Democrat","Moderate","Pretty Happy","No Partners","Legal","Aries",1,0.478496755745219,"Gt $10000","Age 55-65","Age 49-62","5","1","Other","Northeast","0",1
"134",2016,134,1,48,0,1,"High School","White","Male","Middle Atlantic","$50000 to 59999","Jewish","Never Married","Bachelor","Junior College","Not Str Republican","Moderate","Very Happy",,NA,"Pisces",1,0.478496755745219,"Gt $50000","Age 45-55","Age 34-49","1","0","Jewish","Northeast",NA,1
"135",2016,135,3,47,3,8,"High School","Black","Female","Middle Atlantic","$50000 to 59999","Protestant","Married","Lt High School",,"Ind,near Dem","Moderate","Not Too Happy","1 Partner","Legal","Pisces",1,1.43549026723566,"Gt $50000","Age 45-55","Age 34-49","6+","3","Protestant","Northeast","1",1
"136",2016,136,1,36,0,5,"Junior College","White","Female","Middle Atlantic",,"Catholic","Never Married","Lt High School","High School","Ind,near Dem","Slightly Liberal","Pretty Happy",NA,NA,"Leo",1,0.782181681487619,NA,"Age 35-45","Age 34-49","5","0","Catholic","Northeast",NA,1
"137",2016,137,2,89,2,4,"High School","White","Female","Middle Atlantic","$15000 to 17499","Protestant","Widowed",,NA,"Not Str Democrat","Moderate","Pretty Happy",NA,"Not Legal","Aquarius",NA,0.478496755745219,"Gt $15000","Age 65+","Age 62+","4","2","Protestant","Northeast",NA,NA
"138",2016,138,3,64,2,6,"High School","White","Female","New England","$12500 to 14999","Protestant","Separated","Lt High School",,"Ind,near Rep","Conservative","Not Too Happy","No Partners","Legal","Cancer",NA,0.956993511490439,"Gt $10000","Age 55-65","Age 62+","6+","2","Protestant","Northeast","0",NA
"139",2016,139,1,38,0,4,"Bachelor","White","Female","New England","$150000 to $169999","None","Never Married","Junior College","High School","Independent","Moderate","Very Happy",,NA,"Libra",NA,0.956993511490439,"Gt $150000","Age 35-45","Age 34-49","4","0","None","Northeast",NA,NA
"140",2016,140,3,62,1,3,"High School","White","Male","New England","$60000 to 74999","Catholic","Widowed","Lt High School","High School","Strong Republican","Slightly Conservative","Pretty Happy","No Partners","Legal","Cancer",,0.478496755745219,"Gt $60000","Age 55-65","Age 49-62","3","1","Catholic","Northeast","0",NA
"141",2016,141,1,62,3,1,"Bachelor","White","Female","New England","$90000 to $109999","Protestant","Married","Lt High School","High School","Not Str Republican","Conservative","Very Happy",,NA,"Taurus",2,0.956993511490439,"Gt $90000","Age 55-65","Age 49-62","1","3","Protestant","Northeast",NA,0
"142",2016,142,3,65,5,2,"Junior College","White","Female","New England",,"Protestant","Married","High School","Junior College","Independent","Extremely Liberal","Very Happy",NA,NA,"Cancer",NA,0.956993511490439,NA,"Age 55-65","Age 62+","2","4+","Protestant","Northeast",NA,NA
"143",2016,143,1,60,2,3,"High School","White","Male","New England",,"Catholic","Married","High School","High School","Ind,near Rep","Slightly Conservative","Pretty Happy",NA,NA,"Taurus",2,0.956993511490439,NA,"Age 55-65","Age 49-62","3","2","Catholic","Northeast",NA,0
"144",2016,144,3,47,1,1,"Bachelor","White","Female","New England","$1 000 to 2 999","None","Divorced",,"High School","Ind,near Rep","Moderate","Pretty Happy","1 Partner","Not Legal","Aquarius",1,0.478496755745219,"Gt $0","Age 45-55","Age 34-49","1","1","None","Northeast","1",1
"145",2016,145,2,62,0,2,"Junior College","White","Male","New England","$60000 to 74999","None","Divorced","High School","High School","Ind,near Rep","Extremely Conservative","Pretty Happy","No Partners","Legal","Capricorn",2,0.478496755745219,"Gt $60000","Age 55-65","Age 49-62","2","0","None","Northeast","0",0
"146",2016,146,2,51,2,1,"Bachelor","White","Female","Pacific","$170000 or over","Jewish","Married","Bachelor","Junior College","Strong Democrat","Liberal","Very Happy","1 Partner","Legal","Aries",1,1.56436336297524,"Gt $170000","Age 45-55","Age 49-62","1","2","Jewish","West","1",1
"147",2016,147,3,43,2,2,"Bachelor","White","Female","Pacific","$170000 or over","None","Married","Graduate","Bachelor","Not Str Democrat","Slightly Liberal","Pretty Happy","1 Partner","Legal","Leo",1,1.56436336297524,"Gt $170000","Age 35-45","Age 34-49","2","2","None","West","1",1
"148",2016,148,2,47,2,4,"High School","Other","Male","Pacific","$170000 or over","Buddhism","Married","Lt High School","Lt High School","Ind,near Rep","Moderate","Pretty Happy","1 Partner","Legal","Scorpio",,0.956993511490439,"Gt $170000","Age 45-55","Age 34-49","4","2","Other","West","1",NA
"149",2016,149,2,57,1,3,"High School","White","Female","Pacific","$60000 to 74999","Christian","Divorced","High School","High School","Independent","Slightly Conservative","Pretty Happy","No Partners","Not Legal","Sagittarius",2,0.478496755745219,"Gt $60000","Age 55-65","Age 49-62","3","1","Other","West","0",0
"150",2016,150,1,30,0,1,"Bachelor","White","Male","Pacific","$35000 to 39999","None","Never Married","Graduate","Graduate","Ind,near Dem","Liberal","Pretty Happy",,NA,"Taurus",1,0.956993511490439,"Gt $35000","Age 18-35","Age 18-34","1","0","None","West",NA,1
"151",2016,151,3,39,0,1,"Graduate","White","Male","Pacific","$170000 or over","Protestant","Married","Graduate","Graduate","Strong Democrat","Liberal","Pretty Happy","1 Partner","Legal","Taurus",1,0.956993511490439,"Gt $170000","Age 35-45","Age 34-49","1","0","Protestant","West","1",1
"152",2016,152,2,37,0,5,"Junior College","White","Female","Pacific","$40000 to 49999","None","Never Married","Junior College","High School","Independent","Slightly Liberal","Very Happy",,"Legal","Aries",NA,0.782181681487619,"Gt $40000","Age 35-45","Age 34-49","5","0","None","West",NA,NA
"153",2016,153,3,52,0,4,"High School","Other","Female","Pacific",,"Catholic","Married",NA,NA,"Independent",NA,"Very Happy",NA,NA,"Taurus",NA,0.956993511490439,NA,"Age 45-55","Age 49-62","4","0","Catholic","West",NA,NA
